Case_ID,Overall_Score,Subjective,Objective,Assessment,Plan
Earache,100.0,100.0,100.0,100.0,100.0
Eye Infection,100.0,100.0,100.0,100.0,100.0
Skin Lesion,78.95,66.67,66.67,100.0,100.0
Constipation,100.0,100.0,100.0,100.0,100.0
Dizziness,100.0,100.0,100.0,100.0,100.0
Fatique,95.24,100.0,83.33,100.0,100.0
Sore Throat,100.0,100.0,100.0,100.0,100.0
Burnout,96.0,100.0,85.71,100.0,100.0
Back Pain,100.0,100.0,100.0,100.0,100.0
Migraine,100.0,100.0,100.0,100.0,100.0
Average,97.019,96.667,93.571,100.0,100.0
