Case_ID,Overall_Score,Subjective,Objective,Assessment,Plan
Earache,100.0,100.0,100.0,100.0,100.0
Skin Lesion,94.44,85.71,100.0,100.0,100.0
Constipation,76.19,100.0,50.0,100.0,50.0
Eye Infection,86.96,87.5,66.67,100.0,100.0
Sore Throat,100.0,100.0,100.0,100.0,100.0
Fatique,94.74,100.0,100.0,50.0,100.0
Dizziness,100.0,100.0,100.0,100.0,100.0
Migraine,100.0,100.0,100.0,100.0,100.0
Back Pain,90.0,100.0,66.67,100.0,100.0
Burnout,96.55,91.67,100.0,100.0,100.0
Average,93.88799999999999,96.488,88.334,95.0,95.0
