Case_ID,Overall_Score,Subjective,Objective,Assessment,Plan
Constipation,100.0,100.0,100.0,100.0,100.0
Eye Infection,66.67,66.67,0.0,100.0,100.0
Earache,100.0,100.0,100.0,100.0,100.0
Skin Lesion,95.45,100.0,80.0,100.0,100.0
Sore Throat,100.0,100.0,100.0,100.0,100.0
Dizziness,94.44,85.71,100.0,100.0,100.0
Fatique,100.0,100.0,100.0,100.0,100.0
Migraine,100.0,100.0,100.0,100.0,100.0
Burnout,95.24,100.0,100.0,50.0,100.0
Back Pain,100.0,100.0,100.0,100.0,100.0
Average,95.17999999999999,95.238,88.0,95.0,100.0
