Case_ID,Overall_Score,Subjective,Objective,Assessment,Plan
Eye Infection,64.0,54.55,50.0,100.0,77.78
Fatigue,30.56,42.11,33.33,0.0,0.0
Earache,64.0,62.5,71.43,100.0,55.56
Constipation,70.37,66.67,25.0,66.67,100.0
Dizziness,70.0,70.59,50.0,100.0,83.33
Back Pain,63.41,62.5,50.0,100.0,66.67
Sore Throat,94.44,100.0,92.86,100.0,88.89
Migraine,73.81,63.64,100.0,50.0,75.0
Skin Lesion,60.0,70.0,83.33,0.0,42.86
Burnout,57.5,56.25,77.78,20.0,60.0
Average,64.809,64.881,63.373000000000005,63.66700000000001,65.009
