Case_ID,Overall_Score,Subjective,Objective,Assessment,Plan
Constipation,90.91,100.0,100.0,0.0,100.0
Skin Lesion,87.5,90.91,71.43,80.0,100.0
Sore Throat,90.0,66.67,100.0,100.0,100.0
Back Pain,88.24,100.0,42.86,100.0,100.0
Earache,88.89,75.0,100.0,100.0,100.0
Dizziness,85.71,85.71,88.89,100.0,66.67
Migraine,94.59,89.47,100.0,100.0,100.0
Eye Infection,77.78,69.23,71.43,100.0,100.0
Fatigue,87.5,84.21,81.82,100.0,90.91
Burnout,100.0,100.0,100.0,100.0,100.0
Average,89.112,86.12,85.643,88.0,95.75800000000001
